,review_id,text,breakfast/brunch,atmosphere,mexican food,fast food,waiting time,service quality,Japanese food/seafood,pizza/wings,healthy,flavor,bar/alcohol,price,location
38005,3cGm-cVLeYk9U_KOJSa_pA,"This Denny's on Old Lincoln Highway (Business Rt. 1), Langhorne, PA, is an older, bigger version of ""America's Diner."" It has large windows facing its southern exposure, making for a warm seating area even on cold days. It was so bright at my booth that I had to close the shades to keep from sweating. 
 

 There were only four other tables occupied when I arrived. I was greeted promptly and escorted to my booth. Coffee and menu arrived moments later. I hadn't been inside a Denny's in years, and my memory of Country Fried Steak was dominant in my head. I ordered that. It included two eggs (scrambled wet), and rye toast, in addition to the unlimited java. Service was friendly and timely. I was approached every few minutes as to my satisfaction and needs. Never felt neglected. 
 

 My tastes have changed since the last time I had this breakfast in my early twenties. I remembered the crunch and meatiness of the steak, but had forgotten how heavily cloying the gravy was. I was able to remove a lot of it, but it was still a strong element of the meal, making for a salty and overly caloric feast. Still, the eggs were done perfectly, and their home fries were nicely crisp. With the three mugs of coffee I drank, it was a filling meal. 
 

 Not sure there will be a next time, as, obviously, I seldom have the urge for Denny's. Yet, it was a decent, if salty, breakfast. It briefly connected me to my earlier life, and alerted me to how my tastes have changed. If there were to be a next time, I would lean to the french toast or pancakes, which they offer in abundant varieties. Prices are still quite reasonable.",0,0,0,0,0,0,0,0,0,0,0,0,0
73828,vWiwUhxeCRIQeesNJelLzg,love wingstop! wings are crispy and full of flavor BUT they forgot blue cheese for all 4 of my orders! cmon now guys it's not that hard,0,0,0,0,0,0,0,0,0,0,0,0,0
582658,o84fJfAMHkLraVMT3EUOYw,"Monday night is a special night at Glory Days. There burgers are on special. The burgers were good. They have 2 grades of burger offerings... The basic and the better. Both are good.
 There's lots of TV's to view the day's events.",0,0,0,0,0,0,0,0,0,0,0,0,0
421805,8rvpinzgesKtxBRcrzMDZQ,"Finally cool enough to say I have been to The Eagle! This place really lives up to it's reputation.  First--the drinks were on point. I had a mule with Vodka and it did not disappoint.  In fact I think I had 2 more just to make sure.  The corn nuts were flowing...the vibe was good..before I knew it we had chicken covering the table.  Absolutely heavenly. This stuff puts even my love Chickfila to shame.  Split a bourbon punch with my sister in law--and we were out.  (And my head was pounding the next day)
 

 I loved it! Mass Ave has a great catch with The Eagle.",0,0,0,0,0,0,0,0,0,0,0,0,0
614950,KVLrWdJxWJQ29vKzDJ1DWQ,"The food was good but this is more for the fantastic service we got from the bartender, Jason. We moved downtown a few months ago looking forward to discovering restaurants on slower nights. Easter we planned on trying at a few places for small bites & ended up staying here because Jason was such a great bartender. He was very knowledgable about everything on the menu & drinks. We will definitely be back - knowing we can sit at the bar & enjoy great food & service.",0,0,0,0,0,0,0,0,0,0,0,0,0
155410,lNQPxIVkgzCb4a4gvj3Ddw,"I'm not sure if I can give it higher than 5 stars but I want to. Nestled in an unassuming side street, Hiroki is one of the more expensive omakase menus I have tried but it did not disappoint. The bar seating is a must. The ambiance is cozy and relaxed. The fish selection and pace was appropriate. You were able to taste, discuss and enjoy each piece or course without feeling rushed. At the same time, you were never left hungry. 
 

 The bento appetizer portion was equally flavorful as beautiful. The impeccably fresh sushi/sashimi to follow took the show. Come hungry. You'll leave pleasantly full. Looking forward to coming back for another special occasion",0,0,0,0,0,0,0,0,0,0,0,0,0
129087,1syjZi_hzVIYR2-XfY3knw,"Kiwi, as in the fuzzy skinned fruit, is also a nickname by which people from New Zealand are called. Also the name for this Boise downtown (Cultural District) bakery serving up - no surprise - New Zealand savory hand pies (mostly animal protein filled but a couple of veggie ones too), sweet treats (like Afghan biscuits which I highly recommend), good coffee and beer on tap. They also serve milkshakes but on the day of our visit it was mugs of hot chocolate (with whipped cream) being carried by the counter staff to several of the tables around us. Which in everything is connected to everything else mode leads to one of the things we most enjoyed and were surprised by during our first visit here.
 

 VIBE: We were expecting uber industrial vibe of very high ceilings and rough finishes given Kiwi sits on the 8th & River Street corner first floor of Phase 1 of the two phase 'The Afton' condominiums. It was that.
 

 Given the location we were also expecting this might be ""WHAT DID YOU SAY?"" pumped up music volume hipster hangout. We were pleasantly surprised to find it was none of that.
 

 It was quiet on the day of our visit but for the happy buzz conversations of people around us. In fact no music at all which we found ""ahhh...some"". Hoping that was their SOP, we asked. The staff said the golden silence was only because they had been so busy no one had a chance to reset the music when it stopped.  
 

 It also had a sense of ""all people are welcome here"". And I noted in the time we were there of the roughly 25 human beings present, 11 were under the age of 8 years old.  The children sitting at several tables with parents there were talking to each other - some while drinking aforementioned hot chocolate - with not a single cell-phone-head-down posture in sight. And at one table a mom and dad with their young sons in tow had a pile of books in front of them (the library is across the street) and mom had one son on her lap and one standing alongside as she read aloud to them. Books. Real, honest to goodness books being read by parents to children here. We loved it.
 

 The hitch in the giddyeup that is likely not fixable for this space is the two story big windows, some of which seem to be doors that could rollup in warm weather months, mostly face River Street which is due South. So full sun glare all day long and patrons - including us - were trying to find the tables with some modicum of sun protection and staff were having to shield their eyes as they took customer orders.  
 

 Seating includes standard height tables and chairs, which were the most popular on that day as they always seem to be anywhere, and high tables with stools too.
 

 EATS: The chicken and cranberry hand pie, straight out of the oven, was very tasty for the moist and savory chicken filling but relatively absent cranberry (jelly-sauce). The pastry crust was good and flaky. If I could wave a magic wand I would have it in the oven a bit longer for a little more toasty color and not quite as blond coming out. The Afghan sweet biscuit was excellent. As with the coffee.
 

 One each of the eats and one Americano shared by two was $15.
 

 Food is served on real plates with flatware, coffee in big mugs, water in Mason style glasses with metal straws. (I appreciate the environmental benefit of those straws but still unclear on how they are sterilized between users.)
 

 THE DRILL: Order at the counter and pay there, they'll deliver it to your table and bus when you're through. Friendly folks, but given they are pretty newly opened (maybe a month 'ish'...grand opening a week from now I think), they still have some challenges in keeping the savory and sweet cases stocked and having someone at the counter to take orders. Kiwi could as easily be 3 stars overall and not 4 for these things factored in. But that they are such nice people and everyone seems to be working diligently moves the needle up to 4.  I'm sure processes will all be addressed with time.
 

 ACCESSIBILITY: Level in from sidewalk, all on one floor, ample floor space, standard height tables throughout, all moveable if needed. NO accessible parking nearby, which is an ongoing City of Boise ADA failure and not the restaurant's issue.
 

 PARKING: On street in the main, although there is also a for pay surface lot, packed gravel not paved, for now right behind the Afton off of Fulton Street. (Imagine this will be developed eventually.)
 

 FUN NOTE: TV over fireplace at one end of the space had sound off and New Zealand nature channel and then animations on. I hear they show soccer matches, with sound on, to appreciative audiences when the games are on.",0,0,0,0,0,0,0,0,0,0,0,0,0
18628,kQeC9TJhqekglataIDWM_g,"Bru Burger, Plainfield, is one of the newest of the many Cunningham Restaurants in the Indy area. This family friendly restaurant has a contemporary decor with a black and grayish color scheme with pho tin/metal doors and pho rivots. Really cute! The restaurant has a warm, laid-back ambiance even with the amount of hardscape in the restaurant. I love the layout from the large, black and chrome sofa and chairs in the waiting area to the dining area being broken into two sections with an open, spacious room. The very lovely, large bar is off-set by the patio with seating for many customers. A large TV is located on the back wall of the bar for sporting events. It's a very comfortable bar area to hang out for drinks, game or dining.
 

 This Pet Friendly Patio (leashed pets only) has four 2-top tables and six 4-top tables on a fully covered patio. The patio is recessed off the sidewalk and provides an illusion of some privacy. The open, black rail enclosing the patio area provides a light, airy feeling instead of clostrophobic stuffiness. A soft, gentle breeze made for a comfortable lunch outdoors today in 85 degree weather.
 

 Our server, Ella, was an excellent server who was friendly and professional. She checked back on us often, food arrived timely and Ella confirmed each item was tasty without problems. Our total experience went very well and we'll certainly be back.
 

 You'll find a large craft beer list with signature cocktails and wines. Husband started off with a Zombie Dust which was ice cold and refreshing. Unfortunately Bru Burger serves Pepsi products so I stayed with lemon ice water.
 

 The menu offers appetizers and shareable sides, fresh salads, Chef and classic burgers or sandwiches. Yes, it's a classy burger bar but with tasty appetizers, salads, vegetarian and gluten free options.
 

 I started with a cup of the hearty chili toppped with diced onions, shredded cheddar cheese and sour cream. The small portion size was perfect as an appetizer. For my entree, I ordered the large portion of Gorgonberry Pecan Salad with Blackened Grilled Chicken. The salad consisted of spring mix greens, gorgonzola, cranberries, candied pecans, bacon and cranberry- poppyseed dressing. The salad was lightly dressed instead of floating in dressing. Plus the dressing wasn't overly sweet and blended well with the salad toppings.
 

 My husband had the Regular Burger topped with Lettuce, Tomato, Red Onion and served with excellent French Fries with their delicious, homemade ketchup. The burger was perfectly cooked as requested and flavorful. He was very happy with his selection and said he was glad we came today.
 

 Dessert selections range from heavy peach bread pudding, lighter cheesecake, Root Beer Floats, Bourbon Brownies or ice cream. I desperately wanted to order the Bourbon Brownie but I was stuffed. Thinking back, I should have ordered to go and went straight home to the fridge.
 

 We were here in the height of lunch arriving at noon. We were seated immediately, had prompt and professional service with great food. Great, relaxing lunch.",0,0,0,0,0,0,0,0,0,0,0,0,0
510440,zlkoUeayvpu5MPKnBBg_BQ,"The Duong Chau fried rice was an A+. 
 

 The bamboo pho was pretty good, an A-. Not as much meat as I would like. Wish there were an option for extra meat. There was almost no tripe, which was a disappointment. The tendon was excellent.
 

 The yellow curry (we got scallops) was pretty bad. It was watery, didn't taste all that great, and had very few scallops. However, my wife really liked it, so maybe it's just a preference.
 

 Their ""summer rolls"" are dominated by rice noodles, which makes them much less appealing than summer rolls I'm used to.
 

 Props to the staff for being really accommodating and courteous while our kids were not on great behavior. Staff gets an A.",0,0,0,0,0,0,0,0,0,0,0,0,0
361624,r2Bso6TqiH2N8b4BVZQ2Ug,"The guy working there seemed annoyed by the one question I asked, so I didn't ask any more even though the donuts were all hidden on a rolling rack behind the counter and i couldn't tell what my options were. What kind of donut shop doesn't have a display case? 
 

 The donut itself was okay. Kinda small for $2.",0,0,0,0,0,0,0,0,0,0,0,0,0
16049,Pin40F6bibspceJMvQat2w,"I wanted to try the new burger joint across the street from my office so my coworkers and I ventured out to survey the foods. Survey says ""best burger in Franklin!"" Lets get into the details. The ambiance is fast casual with neutral colors and the potato in the Ground as their symbol of amazing food. It is counter service and you pick up your food when your number is called. 
 

 The food...I ordered the Swiss mushroom burger with sweet potato fries. My burger was juicy and fully cooked which I never order but I wanted the authentic experience and went for it as is. The portobello mushrooms are sliced long and thing which makes them the perfect burger topping. The bacon was very crispy and you get two thick strips. The bun is homemade I swear! My burger was all that I wanted: flavorful with fresh ingredients. My sweet potato fries were crispy and salty to balance the homemade apple butter to dip them in. The apple butter was thick and cinnamon rich but not overly sweet.
 

 To top it off the service is outstanding. We did not feel rushed, got great recommendations from our cashier and after our meal he checked on us and every single table. Good food and good service is all I ask. Thank you Ground for delivering.",0,0,0,0,0,0,0,0,0,0,0,0,0
3705,EaLqiL-OExlTaDDcyUbRxw,"From its exterior, Bourbon & Branch seems like your typical neighborhood bar. But inside, it is so much more. With friendly service and great food, it's definitely a hidden gem in the Northern Liberties area. I visited on a Sunday for brunch, right during prime brunch time, and still scored a few seats at the bar, where they serve their full food menu as well. My Bloody Maria was excellent; didn't taste premixed and came with an Old Bay seasoning rim which is honestly genius. I ordered the lumberjack scramble for my entree, which consisted of eggs scrambled with ham, chicken sausage, and bacon with a side of home fries and a biscuit with chicken sausage gravy. It was decadent and fluffy, and everything you want in a savory brunch entrée. When brunch hour slowly slipped into Sunday afternoon football, the TV switched to the Eagles game because boozy brunch and football go hand in hand. If you can hold out until 2 pm, they have a bottomless brunch with mimosas for $15 (2-4 pm), which is a steal!
 

 Upstairs, Bourbon & Branch also hosts musical acts in its space. I've had a few friends who been and enjoyed the shows, so I'm hoping to check this part of the establishment soon!",0,0,0,0,0,0,0,0,0,0,0,0,0
343746,5n5OhGTRCSWF6vdq2J241Q,SO SO happy this finally opened in Broad Ripple! They did a fantastic job with the exterior and interior of the building. I would definitely just hang out at the bar. I am a fan of Lou Malnati's in Chicago so I ate here the next day it opened. The staff and service were marvelous. Our server was great and always made sure we were taken care of. Recommend!,0,0,0,0,0,0,0,0,0,0,0,0,0
232924,CZO-tJz-EvR88TLvE63mIA,"Great place! Nice casual atmosphere with a large bar that is partially outdoors. At times there is music outside. Nice large parking lot in the back & wheelchair accessible.
 

 The food is very good & has a carribean vibe to it.  Some of the things I've enjoyed here are: Oysters - good deal & sweet, wings are sticky & very tasty, coconut shrimp is excellent - I'd order more sauce next time with them. Also good are the grouper sandwiches & the tasty complimentary mini-muffins that come with the meal.
 

 Definitely a place you should check out!",0,0,0,0,0,0,0,0,0,0,0,0,0
138391,xjPZhjE1aXfzRIO8g0c4RQ,"I used to go to Brown Butter for their burger and two beers deal, it was a lot of food (and beer!) for a great price! The brunch burger is my favorite because it's got all of the best things: arugula, brie, bacon onion jam, garlic aioli and of course a fried egg (it is a brunch burger after all!). 
 

 It's also one of the few places I ordered food from during the pandemic! My dad's hard core Catholic and needed a good fish fry, so we got their family pack! It's a great deal with a ton of food, but honestly one of the surprising highlights of the meal was the curried ketchup and crabboil tartar sauce with pickled sweet corn... Heck, if the condiments are amazing you know the food is going to be amazing (and it was!). We had a little mess-up with the order but the owner was super great about handling it and I'm glad they'll be able to open soon (sadly it's delayed with the pandemic rollbacks)
 

 BUT you can support them by ordering curbside takeout!!! And rumor has it they're rolling out some new menu items next week? Follow their IG to learn more and keep up to date with their specials!",0,0,0,0,0,0,0,0,0,0,0,0,0
625768,qfuc52r_CGSS_D7WRAQLtQ,"Came in for lunch never again. First they had no Boba for their drinks. 
 

 Second, we got there at 2.55 and she didn't want to honor the lunch special that ends at 3pm. We had to press her to do it. 
 

 Third, the soup of the day was Hot and Sour Soup and I was looking forward to it as it is my favorite. It was way too salty. 
 

 Fourth, I ordered lemon grass chicken and it was mostly curry which wasn't listed on the menu. It tasted nothing like lemon grass. I asked her if it was indeed lemon grass and not curry. She said yes and that they use curry to give it color. That bright yellow color. Well it was overwhelming curry and I couldn't eat it and I told her that. She said they could make me something else at dinner price because lunch was over. No apology, nothing. What if I was allergic? Still paid full price even though I couldn't eat it.
 

 Fifth, as my daughter was putting her Pho into a to go container, with the waitress standing there watching her, she pulled out a hair and showed it to her. She said nothing, no sorry, nothing just walked away. Still paid full price.
 

 I don't reccomend this place at all!",0,0,0,0,0,0,0,0,0,0,0,0,0
493765,tN7O_hb3q1GbEpIb4zlNbQ,"We were starving after a long day of travel and desperation when our vehicle broke down in Nashville, and we found these guys' flyer on our truck at the Parthenon. My family loves Chinese and we eat it everywhere we go. This was, to quote my daughter, some of the best ever. Fresh, hot, and free donuts too! We needed that. It's been a long couple of days.. It doesn't look like much, hole in the wall, but really, really good food.",0,0,0,0,0,0,0,0,0,0,0,0,0
402494,FAw73HvSnS9HcCDTqOYEEA,"Great beer, inviting beer garden inside, delicious food, fun games, and spacious. A local favorite and never disappointed.",0,0,0,0,0,0,0,0,0,0,0,0,0
101637,9-S-00b4EphR1dNnTV97ew,"Cool straightforward bar with solid food and live music. I went for dinner on a Thursday night with a friend. 
 

 We split the chicken and waffles and sides of mexican corn, corn bread, mac and cheese, and the moon pie sundae dessert. The chicken and waffles came with two sides on its own (I think all of the entries do). Splitting all of the items listed above was the perfect amount of food for the two of us. The food reminded me a little of the type of food you would get at a Chilli's or an Applebee's, but my friend and I loved it. The only thing I didn't really like was the moon pie sundae, but I don't really like moon pie's. It was the only desert they had though. The mac and cheese was a little unexpectedly, spicy but still great. 
 

 The water comes in huge plastic cups that I think are meant for beer. They didn't come by to refill our waters at all though.
 

 Our waiter and the bartender were both very nice. 
 

 I will probably not seek this place out if I am looking for a nice dinner, but if I want to get some solid bar food or listen to some live music this is a great spot.",0,0,0,0,0,0,0,0,0,0,0,0,0
540580,8AlLJwv3agCfzFykGeRmoQ,"My boyfriend and I have been here twice, the quantity and quality of the food is excellent. The servers are nice and the prices are great. I don't have pictures of the first visit, but the 3 Carne Asada Tacos with Beans are the best at a whopping $7.99. We were there last night Feb 24, 2018 and we both ordered the Shredded Beef Chimichanga, which are also $7.99 each and comes with Rice but I'm sure you can have Beans instead if you asks nicely. I had mine regular and my boyfriend Enchilada Style ( be forewarned, their Enchilada Sauce is spicy) Chips n Salsa were excellent also. We live in Sierra Vista, about an hour away, so we may see you guys next week...lol",0,0,0,0,0,0,0,0,0,0,0,0,0
292441,WWmqWLrXZcTbGvA4IEQ2cg,"My wife is a vegan. She loves this place we went to in New Orleans. It's a vegan soul food restaurant. She loved the orange cauliflower, the bread pudding, and the fried mushrooms. 
  We had trouble finding a parking spot as it doesn't have it's own private parking to our knowledge. The parking next to it is for the H&R Block next door or something like that. But wifey got out the car and got to-go real quick and she was in and out of there in no time. 
  We'll try this place again if we're in the area again.",0,0,0,0,0,0,0,0,0,0,0,0,0
412613,8ueKnpdxRA_K6vBpmx-IgA,"We have ordered multiple times ""to go."" So far every order has been pizza and we have been pleased each time. Fair prices with large slices that are delicious. Establishment was clean each time we entered but as a pick up order, time spent inside was brief. Staff was friendly. So far we like their pizza.",0,0,0,0,0,0,0,0,0,0,0,0,0
368152,rIU9dIthyzlmCrCvlDzj4g,Wow! We were impressed with the quality of this Thai Food. We love Thai and eat a lot of it. The green curry was flavorful and delicious. We also tried the chicken with drunken noodles. This was also fabulous. Vegetables were fresh. Service was good. Our server told us that they plan to expand the menu and add liquor/ wine. Beer currently available. It was delicious and reasonably priced. We will be back.,0,0,0,0,0,0,0,0,0,0,0,0,0
249014,qJD9OwAvPh1Ygww36LXCAA,Fantastic place with great live music and whiskey selection. I came here multiple times on my trip to Philadelphia and was impressed both times.,0,0,0,0,0,0,0,0,0,0,0,0,0
412776,J4MKeiqpbv5JorcKci2D6Q,"Cuernavaca is among the taco elite of Santa Barbara. The Pastor is insane. Vegetarian options are unusually great, especially the pasilla and potato tacos. Outstanding salsas A+. I only wish this place had beers and chips, and everything would be right in the world. Keep doing you, Cuernavaca.",0,0,0,0,0,0,0,0,0,0,0,0,0
470262,QMtQk45kS3yddaTsHeMkxg,"OMG FANTASTIC! THE BEST PIZZA EVER!!! I've had a lot of pizzas and this is by far the best I have had. Good size, fresh and so delicious! Ricotta, fresh basil, pepperoni, excellent sauce and fresh yummy crust!! Even my husband gave a standing ovation! We also got the salad filled with lots of yummy toppings, big salad, perfect for sharing and the dressing is wonderful. Wonderful vibe, great people, super friendly service, love their mission statement and what they do. We will be back for sure!! Gets busy by 5 o clock, but so worth any wait if you do, they are on top of everything!",0,0,0,0,0,0,0,0,0,0,0,0,0
372748,XHS23FmhS0OlPooqpf_gUQ,"We came for happy hour. The hostess greeted us with professional friendliness. The ambience was cozy and casual. We got a dozen raw oysters, a beer, and a glass of wine and paid $20-including tip. The wine was good, The oysters @ $9/12 was good. The beer... not so great.
 

  The reason for the poor review is because the server seemed to be on another planet the entire time. She wasn't rude, just... asleep. In New Orleans, this seems weird. She even gave us our check when we said we needed a minute to figure out what we were ordering next. We took that as a cue to leave, which was too bad because the food did look good, and the prices were reasonable. 
 

 We went to the Palace Cafe instead, and that was an otherworldly experience (see review for Palace Café).",0,0,0,0,0,0,0,0,0,0,0,0,0
240452,rkmYW0ijm701rScT1eRUoA,"Went here for my 29th birthday and having just comeback from living in Italy I was thrilled for fresh pasta and pizza. The wait wasn't bad at all for a Saturday evening. I absolutely loved the ambiance. It has a rustic industrial vibe yet still very chic and elegant. This is the type of place you can go in jeans and a T-shirt or a fancier evening out. Either way you won't feel out of place. We started our meal with the ciabatta goat cheese honey appetizer and were asked if we'd like to add prosciutto. Can you ever really say no to prosciutto? Didn't think so. The honey had Chile mixed in which went really nicely with the goat cheese and the perfectly toasted ciabatta. We had ordered the pesto fusilli, sausage rigatoni, corn and goat cheese ravioli, and a sausage pizza. I was happy to say that the entrees didn't disappoint either. The flavors were all wonderful and didn't overpower the taste of the pasta itself. The only reason this place is getting 4 and not 5 stars is due to its slightly high pricing. I will say though, the portions were quite large for the rigatoni and fusilli. Will be returning.",0,0,0,0,0,0,0,0,0,0,0,0,0
209617,zJwUzkI4LEJBjXRFN_pZCA,"This location is inside the 30th st station . Great food , great service ,great people. Stop by . Open until 8 pm",0,0,0,0,0,0,0,0,0,0,0,0,0
224624,cjCRl7ecP4Xxa-OtEk8H-w,"i stopped by Lincoln Square for a working breakfast with my supervisor and a few colleagues. We all had a great breakfast experience. The menu is giant and it was hard to pick the perfect item to order. The wait staff was very patient with us, as we had a tough time finding the perfect items to order. The water in the bottle was great. I loved having the coffee pitcher for the entire table rather than having the wait staff filling up the coffee. If you love choices for your coffee creamer, Lincoln Square has so many options! The day we were there, their system was not working. What that means is we ate for free since they couldn't take cards or any form of payment. I was very impressed by the service and ability to work with the troubles they were having. Props to Lincoln Square for a great breakfast experience.",0,0,0,0,0,0,0,0,0,0,0,0,0
247976,-g_vHL0q2ihMofCeJuNv2A,"I went here for lunch and ordered an apple Gouda melt as the servers recommendation. The service was good and quick and the place was clean and organized..food came out quick, but I wasn't impressed with the taste/flavor or the apple Gouda melt.
 

 Probably just my preference, I'll go back and order something different.",0,0,0,0,0,0,0,0,0,0,0,0,0
571536,5n1hRbHXBzj-mEPi9EpIkQ,My husband and I LOVE to walk here with our sweet German Shepherd on the weekends. I'm a breakfast girl and this has everything I love. We almost always get the same outdoor server who is amazing! When we don't get her we're always a little sad bc the service is ALWAYS worse. But still not awful. I do love that hash brown casserole!,0,0,0,0,0,0,0,0,0,0,0,0,0
153236,4eaampJbt1gPr6k6ZRT9tw,"As most people know, there are many excellent choices in STL when it comes to BBQ joints. Add another one to the list. BEAST is some good eatin'! The smoked pork steak is thick and juicy, not dried out at all. I grabbed a knife on the way to my table thinking I'd need it for the pork steak, but it easily pulled apart with a fork. The fresh rub sprinkled on top after cook was a nice textural contrast to the soft meat. The sauces I tried were really good; a traditional sweet, smoky sauce and then a vinegar sauce. But I also enjoyed the meat without sauce. For a side I chose the Brussels sprouts. I thought this side was a little high priced, but very tasty with some pork belly thrown in. 
 Very nice, open, modern rustic vibe to the dining area. They have a market as well, but it is not open on Mondays which is when I visited. 
 To find the restaurant, drive to The Grove, roll your window down, and follow your nose to BEAST Butcher & Block. The smoke will lead you there.",0,0,0,0,0,0,0,0,0,0,0,0,0
587811,3reQYf03FTfiEA41Z4wClA,"Been here the second time and yet still a great experience. First time coming in this location was last year. Couple friends and I tried their all you can eat meat ($30), if you're a beast and eat a lot then it's worth it. But if you eat like a bird and get full fast then you might just want to order from their menu. And that's what I did tonight, saved me from indigestion and saved my pocket from spending.
 

 Our server was awesome! She checked up on us frequently with a big smile on her face! I love Korean people and I love their Korean food! Mmmmbop Bibimbap!",0,0,0,0,0,0,0,0,0,0,0,0,0
438878,YvbO7X3OJ3fnqBjDQRvbdA,"We were on the road for a few weeks, and after some time, we always crave Indian food. We were excited to see some items like the corn soup or mushroom entree on the menu. While most of the food was ok, we didn't think it warranted the steep price tag. Think we'll try another Indian restaurant next time we're in Philly!",0,0,0,0,0,0,0,0,0,0,0,0,0
491658,eUT4gZM1QBYMTRV6urtlhQ,"Fabulous Asian grocery 
 Has everything imaginable - and then some
 Plan on spending 1-2 hours your first trip just walking up an down the aisles taking it all in !!
 Prices and quality way above Asian items in regular grocery stores
 If Asian cooking appeals to you, there is no other place in Tucson to consider for shopping",0,0,0,0,0,0,0,0,0,0,0,0,0
463375,Sd-LTFApeycD_heuZ42NCg,"I am giving this Indy location 5 stars because of their service. Food is as to be expected if you've been to their flagship location in Chicago. Being that we were attending Yelp Elite event (where businesses sometimes pull out the red carpet to impress for reviews), my fellow Elite and I arrived early to have a drink. Our waitress, Amber, was personable, funny, and accommodating. Loved her!
 

 The Yelp event was great and I was again impressed by the service and staff. Please visit this location for a family pizza night or even a group event (the group event room has a GREAT screened in porch with a view of the lake)!",0,0,0,0,0,0,0,0,0,0,0,0,0
236570,P1Rjm--vGDE_1i6XCGJkLQ,If I could give no stars I would. Ordered online and said 30 mins. Arrived after 30 mins. They haven't started and lady said at counter that she didn't know when they would get to it. Very abrasive. I asked for money back since they hadn't started and she said that no manager was around to help and I could leave with out money. Horrible service and horrible planning by management. Now 45 mins since order and worker just says she doesn't know.,0,0,0,0,0,0,0,0,0,0,0,0,0
423468,ieOGnUEBruaZNudhSqsXpg,"You have to try the spinach & artichoke bread!! It was so tasty I could have ordered two and just eaten them. Glad I didn't because the creole 'za was delicious! You should definitely get the crawfish on it! 
 

 Try out some of the Indiana local beers while you're there. The bean blossom was tasty! 
 

 I cannot remember my waitress but she was a sweet heart. Tip your servers well",0,0,0,0,0,0,0,0,0,0,0,0,0
204287,-dbDMEHF1WppKroQGMtwiA,"Take out only 
 during COVID-19. Same good quality and pricing. Thank you Kings! You can order and pay through Yelp!",0,0,0,0,0,0,0,0,0,0,0,0,0
140700,eaoloq4nhHezm15nuhfJoQ,Finally a bigger Lolis love the awesome food always be back for some good tacos and tamales,0,0,0,0,0,0,0,0,0,0,0,0,0
387089,hXyYOH4T3WCg0ghtuQK_Mg,"I came here with a couple of co-workers, the staff is quite quick and the food is pretty good, but again Panera Bread is pretty much standard all around the USA. 
 

 I order the Chicken Noodle on a bread with a turkey and bacon sandwich with came with a piece of bread on the side. The Chicken Noodle was pretty good it had a decent amount of chicken and noodle and the taste was pretty good, the sandwich was pretty fresh, the amount of food that they give here is not bad, in the taste is pretty good in my option.",0,0,0,0,0,0,0,0,0,0,0,0,0
428253,UTEuQdH-OfegwGF7DVaIhA,"Really great!
 

 Kept hearing about Oku. Took 3 biz friends there. SO GLAD I did!  
 Starting w possibly one of the best waiters I've had in a few years CAMERON 
 He walked us thru popular, chef favs, personal favs  All excellent!
 Tenn 2 step, pretty much everything salmon or yellow tail 
 I literally cannot name all of the great stuff 
 

 LOVE this place!!!",0,0,0,0,0,0,0,0,0,0,0,0,0
172620,JI_HBrHy-LvFAvwDvPOSAA,"I was so happy to spy, with my little eye, Panca as I was coming and going weekly to and from Plaza Mariachi, Mas Fresco and Taj. I executed an internet search and I found I had discovered a Peruvian restaurant. I knew a little about their cuisine from television but I was ecstatic to try it for myself.
 I've been four or five times and I'm a little embarrassed to admit how little I can comment about their menu because I get the chicken EVERY time. I'm determined to look up some recipes to better understand what's going on with the spice on said chicken but suffice it to say - DANG, that is good chicken.
 I had friends that went without me, so not really good friends because who would leave me behind on such an excursion, but friends nonetheless who noticed that there are two types of chicken to order. That actually mortified me that I didn't notice that detail right away. Anywho, there are rotisserie chickens and char-grilled chickens, and while both are good and seasoned the same, I've settled on the char-grilled version.
 While the spices remain a mystery, I had one for lunch today and there is definitely lemon juice involved.
 Two sauces are available, one verde one mayonnaise. The verde is similar to the creamy green sauce offered at every taco stand everywhere in Nashville and is apparently made with cacahuate or peanuts. I never could have figured that out until I befriended a chef from León, Mexico. Thanks Chuy! The Peruvian verde sauce is probably jalapeño, but who knows? The mayo has mystery spice in it, I'll see if I can't figure that out too. Both are addictive and go well with everything.
 I've enjoyed all the sides I've had except for the coleslaw. It reminds me of Colonel Sanders, not my cup o' tea, chopped up too fine and too sweet. The plantains are extra caramelized and gooey sweet.
 They offer several steak dishes, ceviche, fried trout, a couple of linguine - one with steak one with chicken. I must pry myself from the chicken to try these. Who am I kidding? Maybe after another dozen chickens.
 I usually go to restaurants at off hours to avoid the crowds and lines. I found myself there today at high noon. It wasn't too busy on a Monday and it was the best chicken I've had there. It makes sense, they want their chicken to be at peak freshness when they're busy. Two of three hours later it's not optimal.
 The sides are served from a steam table, and they load you up. No small plates here. They have a purple drink that is hibiscus flavored they call chicha. It's called sorrel in Jamaica and our Mexican friends just call it Jamaica which they pronounce ""Ham-ai-ca."" It has a wonderful light cranberry/grape flavor.
 This place should be running over at peak hours, and you should help make it so. They are very friendly and hospitable hosts.",0,0,0,0,0,0,0,0,0,0,0,0,0
318319,On_kKqIkoJ04LyHVbujyhw,"Blueberry ketchup!!! If I could only mention one thing the blueberry ketchup would be it! So good! Fortunately, I get to mention more. The steak chimichurri and the tots. The meat was tender, flavorful and the rest of the ingredients in the sandwich were balanced perfectly together. Added a light beer to the meal! Awesome!",0,0,0,0,0,0,0,0,0,0,0,0,0
